OrderID,VehicleID,Sequence,StopID,ArrivalTime,WaitingTime,UnloadingTime,DepartureTime
O_518,Veh2500_51,1,S_617,2024-09-01 09:00:00,0,3.5,2024-09-01 09:03:00
O_2389,Veh2500_51,2,S_617,2024-09-01 09:03:00,0,10.149999999999999,2024-09-01 09:13:00
O_2390,Veh2500_51,3,S_617,2024-09-01 09:13:00,0,9.7,2024-09-01 09:23:00
O_2391,Veh2500_51,4,S_617,2024-09-01 09:23:00,0,4.15,2024-09-01 09:27:00
O_780,Veh2500_52,1,S_924,2024-09-01 09:18:00,0,8.0,2024-09-01 09:26:00
O_526,Veh2500_52,2,S_631,2024-09-01 10:03:00,0,3.6,2024-09-01 10:06:00
O_2204,Veh2500_52,3,S_631,2024-09-01 10:06:00,0,4.35,2024-09-01 10:10:00
O_2205,Veh2500_52,4,S_631,2024-09-01 10:10:00,0,3.95,2024-09-01 10:14:00
O_921,Veh2500_53,1,S_1090,2024-09-01 09:05:00,0,3.5,2024-09-01 09:08:00
O_2399,Veh2500_53,2,S_1090,2024-09-01 09:08:00,0,18.0,2024-09-01 09:26:00
O_2400,Veh2500_53,3,S_1090,2024-09-01 09:26:00,0,6.75,2024-09-01 09:33:00
O_2401,Veh2500_53,4,S_1090,2024-09-01 09:33:00,0,3.7,2024-09-01 09:37:00
O_926,Veh2500_54,1,S_1095,2024-09-01 09:08:00,0,3.8,2024-09-01 09:12:00
O_1387,Veh2500_54,2,S_1095,2024-09-01 09:12:00,0,6.5,2024-09-01 09:19:00
O_1388,Veh2500_54,3,S_1095,2024-09-01 09:19:00,0,3.5,2024-09-01 09:22:00
O_1389,Veh2500_54,4,S_1095,2024-09-01 09:22:00,0,6.2,2024-09-01 09:28:00
O_1390,Veh2500_54,5,S_1095,2024-09-01 09:28:00,0,6.2,2024-09-01 09:35:00
O_914,Veh2500_55,1,S_1079,2024-09-01 09:04:00,0,4.55,2024-09-01 09:09:00
O_1436,Veh2500_55,2,S_1079,2024-09-01 09:09:00,0,18.65,2024-09-01 09:27:00
O_1437,Veh2500_55,3,S_1079,2024-09-01 09:27:00,0,3.7,2024-09-01 09:31:00
O_1438,Veh2500_55,4,S_1079,2024-09-01 09:31:00,0,3.9,2024-09-01 09:35:00
O_68,Veh2500_56,1,S_83,2024-09-01 08:59:00,0,13.0,2024-09-01 09:12:00
O_2115,Veh2500_56,2,S_83,2024-09-01 09:12:00,0,8.0,2024-09-01 09:20:00
O_2117,Veh2500_56,3,S_83,2024-09-01 09:20:00,0,3.9,2024-09-01 09:24:00
O_5,Veh2500_57,1,S_7,2024-09-01 09:01:00,0,4.35,2024-09-01 09:05:00
O_2132,Veh2500_57,2,S_7,2024-09-01 09:05:00,0,5.2,2024-09-01 09:10:00
O_2133,Veh2500_57,3,S_7,2024-09-01 09:10:00,0,8.5,2024-09-01 09:19:00
O_78,Veh2500_58,1,S_93,2024-09-01 08:59:00,0,7.0,2024-09-01 09:06:00
O_1912,Veh2500_58,2,S_93,2024-09-01 09:06:00,0,3.65,2024-09-01 09:10:00
O_1913,Veh2500_58,3,S_93,2024-09-01 09:10:00,0,3.65,2024-09-01 09:14:00
O_1914,Veh2500_58,4,S_93,2024-09-01 09:14:00,0,4.6,2024-09-01 09:18:00
O_107,Veh2500_58,5,S_127,2024-09-01 09:42:00,0,8.0,2024-09-01 09:50:00
O_1595,Veh2500_58,6,S_127,2024-09-01 09:50:00,0,5.0,2024-09-01 09:55:00
O_1596,Veh2500_58,7,S_127,2024-09-01 09:55:00,0,3.6,2024-09-01 09:59:00
O_1597,Veh2500_58,8,S_127,2024-09-01 09:59:00,0,3.7,2024-09-01 10:03:00
O_1598,Veh2500_58,9,S_127,2024-09-01 10:03:00,0,4.0,2024-09-01 10:07:00
O_42,Veh2500_59,1,S_52,2024-09-01 08:58:00,0,13.25,2024-09-01 09:11:00
O_1191,Veh2500_59,2,S_52,2024-09-01 09:11:00,0,3.55,2024-09-01 09:15:00
O_1192,Veh2500_59,3,S_52,2024-09-01 09:15:00,0,3.6,2024-09-01 09:18:00
O_2615,Veh3500_1,1,S_538,2024-09-01 06:41:00,0,18.45,2024-09-01 06:59:00
O_2616,Veh3500_2,1,S_538,2024-09-01 06:41:00,0,26.900000000000002,2024-09-01 07:08:00
O_2612,Veh3500_3,1,S_538,2024-09-01 06:41:00,0,17.4,2024-09-01 06:58:00
O_2617,Veh3500_3,2,S_538,2024-09-01 06:58:00,0,4.55,2024-09-01 07:03:00
O_2611,Veh3500_3,3,S_538,2024-09-01 07:03:00,0,3.5,2024-09-01 07:06:00
O_2613,Veh3500_3,4,S_538,2024-09-01 07:06:00,0,4.2,2024-09-01 07:10:00
O_2614,Veh3500_3,5,S_538,2024-09-01 07:10:00,0,3.55,2024-09-01 07:14:00
O_2618,Veh3500_3,6,S_538,2024-09-01 07:14:00,0,4.4,2024-09-01 07:18:00
O_451,Veh3500_3,7,S_538,2024-09-01 07:18:00,0,4.25,2024-09-01 07:23:00
O_2064,Veh3500_4,1,S_459,2024-09-01 06:36:00,0,33.0,2024-09-01 07:09:00
O_698,Veh3500_5,1,S_832,2024-09-01 06:22:00,0,10.95,2024-09-01 06:33:00
O_1499,Veh3500_5,2,S_832,2024-09-01 06:33:00,0,5.0,2024-09-01 06:38:00
O_1500,Veh3500_5,3,S_832,2024-09-01 06:38:00,0,5.2,2024-09-01 06:43:00
O_1501,Veh3500_5,4,S_832,2024-09-01 06:43:00,0,4.65,2024-09-01 06:48:00
O_433,Veh3500_5,5,S_517,2024-09-01 07:48:00,0,3.85,2024-09-01 07:52:00
O_408,Veh3500_6,1,S_482,2024-09-01 06:13:00,0,5.9,2024-09-01 06:19:00
O_1195,Veh3500_6,2,S_482,2024-09-01 06:19:00,0,18.8,2024-09-01 06:38:00
O_372,Veh3500_6,3,S_436,2024-09-01 07:14:00,0,7.050000000000001,2024-09-01 07:21:00
O_1088,Veh3500_6,4,S_436,2024-09-01 07:21:00,0,5.0,2024-09-01 07:26:00
O_376,Veh3500_7,1,S_441,2024-09-01 06:36:00,0,4.0,2024-09-01 06:40:00
O_1293,Veh3500_7,2,S_441,2024-09-01 06:40:00,0,24.549999999999997,2024-09-01 07:04:00
O_414,Veh3500_7,3,S_491,2024-09-01 07:40:00,0,3.85,2024-09-01 07:44:00
O_1638,Veh3500_7,4,S_491,2024-09-01 07:44:00,0,6.05,2024-09-01 07:50:00
O_1639,Veh3500_7,5,S_491,2024-09-01 07:50:00,0,3.85,2024-09-01 07:53:00
O_1640,Veh3500_7,6,S_491,2024-09-01 07:53:00,0,4.05,2024-09-01 07:57:00
O_1641,Veh3500_7,7,S_491,2024-09-01 07:57:00,0,3.6,2024-09-01 08:01:00
O_395,Veh3500_7,8,S_465,2024-09-01 08:17:00,0,4.05,2024-09-01 08:21:00
O_382,Veh3500_8,1,S_449,2024-09-01 06:34:00,0,18.4,2024-09-01 06:53:00
O_472,Veh3500_8,2,S_563,2024-09-01 08:22:00,0,6.55,2024-09-01 08:28:00
O_997,Veh3500_8,3,S_563,2024-09-01 08:28:00,0,17.35,2024-09-01 08:45:00
O_430,Veh3500_9,1,S_513,2024-09-01 06:32:00,0,5.800000000000001,2024-09-01 06:38:00
O_1510,Veh3500_9,2,S_513,2024-09-01 06:38:00,0,26.25,2024-09-01 07:04:00
O_1512,Veh3500_9,3,S_513,2024-09-01 07:04:00,0,14.65,2024-09-01 07:19:00
O_1513,Veh3500_9,4,S_513,2024-09-01 07:19:00,0,3.6,2024-09-01 07:23:00
O_375,Veh3500_9,5,S_440,2024-09-01 08:00:00,0,3.85,2024-09-01 08:03:00
O_759,Veh3500_10,1,S_900,2024-09-01 06:12:00,0,3.8,2024-09-01 06:16:00
O_2314,Veh3500_10,2,S_900,2024-09-01 06:16:00,0,8.4,2024-09-01 06:24:00
O_2315,Veh3500_10,3,S_900,2024-09-01 06:24:00,0,10.5,2024-09-01 06:34:00
O_443,Veh3500_10,4,S_529,2024-09-01 07:43:00,0,3.75,2024-09-01 07:46:00
O_1056,Veh3500_10,5,S_529,2024-09-01 07:46:00,0,10.149999999999999,2024-09-01 07:57:00
O_407,Veh3500_10,6,S_480,2024-09-01 08:57:00,0,8.7,2024-09-01 09:06:00
O_763,Veh3500_11,1,S_904,2024-09-01 06:07:00,0,9.0,2024-09-01 06:16:00
O_1444,Veh3500_11,2,S_904,2024-09-01 06:16:00,0,4.25,2024-09-01 06:20:00
O_1445,Veh3500_11,3,S_904,2024-09-01 06:20:00,0,7.8,2024-09-01 06:28:00
O_1446,Veh3500_11,4,S_904,2024-09-01 06:28:00,0,4.0,2024-09-01 06:32:00
O_435,Veh3500_11,5,S_519,2024-09-01 07:18:00,0,8.0,2024-09-01 07:26:00
O_457,Veh3500_11,6,S_547,2024-09-01 07:53:00,0,4.3,2024-09-01 07:57:00
O_1741,Veh3500_11,7,S_547,2024-09-01 07:57:00,0,5.5,2024-09-01 08:03:00
O_1742,Veh3500_11,8,S_547,2024-09-01 08:03:00,0,3.85,2024-09-01 08:07:00
O_1743,Veh3500_11,9,S_547,2024-09-01 08:07:00,0,3.5,2024-09-01 08:10:00
O_2383,Veh3500_12,1,S_895,2024-09-01 06:03:00,0,3.5,2024-09-01 06:07:00
O_2384,Veh3500_12,2,S_895,2024-09-01 06:07:00,0,3.8,2024-09-01 06:11:00
O_2385,Veh3500_12,3,S_895,2024-09-01 06:11:00,0,20.7,2024-09-01 06:31:00
O_2386,Veh3500_12,4,S_895,2024-09-01 06:31:00,0,4.7,2024-09-01 06:36:00
O_2387,Veh3500_12,5,S_895,2024-09-01 06:36:00,0,4.55,2024-09-01 06:41:00
O_2388,Veh3500_12,6,S_895,2024-09-01 06:41:00,0,3.55,2024-09-01 06:44:00
O_367,Veh3500_12,7,S_430,2024-09-01 07:34:00,0,3.85,2024-09-01 07:38:00
O_1413,Veh3500_12,8,S_430,2024-09-01 07:38:00,0,4.45,2024-09-01 07:43:00
O_1414,Veh3500_12,9,S_430,2024-09-01 07:43:00,0,4.4,2024-09-01 07:47:00
O_460,Veh3500_12,10,S_551,2024-09-01 08:14:00,0,6.4,2024-09-01 08:20:00
O_381,Veh3500_12,11,S_448,2024-09-01 08:43:00,0,4.4,2024-09-01 08:47:00
O_1648,Veh3500_12,12,S_448,2024-09-01 08:47:00,0,4.95,2024-09-01 08:52:00
O_411,Veh3500_13,1,S_487,2024-09-01 06:23:00,0,18.0,2024-09-01 06:41:00
O_1573,Veh3500_13,2,S_487,2024-09-01 06:41:00,0,3.55,2024-09-01 06:45:00
O_1574,Veh3500_13,3,S_487,2024-09-01 06:45:00,0,3.7,2024-09-01 06:48:00
O_1575,Veh3500_13,4,S_487,2024-09-01 06:48:00,0,3.55,2024-09-01 06:52:00
O_1576,Veh3500_13,5,S_487,2024-09-01 06:52:00,0,5.25,2024-09-01 06:57:00
O_699,Veh3500_13,6,S_833,2024-09-01 08:04:00,0,3.6,2024-09-01 08:08:00
O_1744,Veh3500_13,7,S_833,2024-09-01 08:08:00,0,4.4,2024-09-01 08:12:00
O_1745,Veh3500_13,8,S_833,2024-09-01 08:12:00,0,4.3,2024-09-01 08:16:00
O_1746,Veh3500_13,9,S_833,2024-09-01 08:16:00,0,3.5,2024-09-01 08:20:00
O_420,Veh3500_13,10,S_498,2024-09-01 09:00:00,0,3.8,2024-09-01 09:04:00
O_1249,Veh3500_13,11,S_498,2024-09-01 09:04:00,0,7.8,2024-09-01 09:12:00
O_2404,Veh3500_14,1,S_796,2024-09-01 06:06:00,0,32.0,2024-09-01 06:38:00
O_2408,Veh3500_14,2,S_796,2024-09-01 06:38:00,0,9.95,2024-09-01 06:48:00
O_2402,Veh3500_14,3,S_796,2024-09-01 06:48:00,0,4.75,2024-09-01 06:53:00
O_2429,Veh3500_15,1,S_944,2024-09-01 06:18:00,0,15.3,2024-09-01 06:34:00
O_2433,Veh3500_15,2,S_944,2024-09-01 06:34:00,0,14.65,2024-09-01 06:48:00
O_2434,Veh3500_15,3,S_944,2024-09-01 06:48:00,0,4.55,2024-09-01 06:53:00
O_2432,Veh3500_15,4,S_944,2024-09-01 06:53:00,0,4.6,2024-09-01 06:57:00
O_2430,Veh3500_15,5,S_944,2024-09-01 06:57:00,0,3.5,2024-09-01 07:01:00
O_2122,Veh3500_16,1,S_285,2024-09-01 06:09:00,0,36.75,2024-09-01 06:45:00
O_2124,Veh3500_16,2,S_285,2024-09-01 06:45:00,0,5.800000000000001,2024-09-01 06:51:00
O_2121,Veh3500_16,3,S_285,2024-09-01 06:51:00,0,4.55,2024-09-01 06:56:00
O_246,Veh3500_16,4,S_285,2024-09-01 06:56:00,0,4.0,2024-09-01 07:00:00
O_643,Veh3500_17,1,S_769,2024-09-01 06:04:00,0,20.75,2024-09-01 06:25:00
O_2307,Veh3500_17,2,S_769,2024-09-01 06:25:00,0,3.55,2024-09-01 06:29:00
O_2309,Veh3500_17,3,S_769,2024-09-01 06:29:00,0,4.05,2024-09-01 06:33:00
O_2310,Veh3500_17,4,S_769,2024-09-01 06:33:00,0,4.2,2024-09-01 06:37:00
O_265,Veh3500_17,5,S_309,2024-09-01 07:47:00,0,5.1,2024-09-01 07:52:00
O_801,Veh3500_17,6,S_948,2024-09-01 08:40:00,0,6.5,2024-09-01 08:47:00
O_796,Veh3500_17,7,S_943,2024-09-01 08:57:00,0,4.0,2024-09-01 09:01:00
O_693,Veh3500_18,1,S_825,2024-09-01 05:59:00,0,3.55,2024-09-01 06:02:00
O_2326,Veh3500_18,2,S_825,2024-09-01 06:02:00,0,8.0,2024-09-01 06:10:00
O_2327,Veh3500_18,3,S_825,2024-09-01 06:10:00,0,3.8,2024-09-01 06:14:00
O_2328,Veh3500_18,4,S_825,2024-09-01 06:14:00,0,4.15,2024-09-01 06:18:00
O_2329,Veh3500_18,5,S_825,2024-09-01 06:18:00,0,31.599999999999998,2024-09-01 06:50:00
O_2330,Veh3500_18,6,S_825,2024-09-01 06:50:00,0,3.7,2024-09-01 06:53:00
O_182,Veh3500_18,7,S_213,2024-09-01 07:50:00,0,6.1,2024-09-01 07:56:00
O_247,Veh3500_19,1,S_286,2024-09-01 06:07:00,0,4.7,2024-09-01 06:12:00
O_1250,Veh3500_19,2,S_286,2024-09-01 06:12:00,0,6.300000000000001,2024-09-01 06:18:00
O_1251,Veh3500_19,3,S_286,2024-09-01 06:18:00,0,13.0,2024-09-01 06:31:00
O_530,Veh3500_19,4,S_635,2024-09-01 07:13:00,0,3.85,2024-09-01 07:17:00
O_2222,Veh3500_19,5,S_635,2024-09-01 07:17:00,0,3.5,2024-09-01 07:21:00
O_2223,Veh3500_19,6,S_635,2024-09-01 07:21:00,0,6.35,2024-09-01 07:27:00
O_2224,Veh3500_19,7,S_635,2024-09-01 07:27:00,0,3.9,2024-09-01 07:31:00
O_224,Veh3500_19,8,S_263,2024-09-01 08:14:00,0,3.6,2024-09-01 08:18:00
O_281,Veh3500_20,1,S_327,2024-09-01 06:11:00,0,20.35,2024-09-01 06:32:00
O_983,Veh3500_20,2,S_327,2024-09-01 06:32:00,0,3.9,2024-09-01 06:36:00
O_191,Veh3500_20,3,S_227,2024-09-01 07:22:00,0,3.5,2024-09-01 07:26:00
O_1700,Veh3500_20,4,S_227,2024-09-01 07:26:00,0,10.9,2024-09-01 07:37:00
O_1701,Veh3500_20,5,S_227,2024-09-01 07:37:00,0,7.75,2024-09-01 07:44:00
O_1702,Veh3500_20,6,S_227,2024-09-01 07:44:00,0,4.55,2024-09-01 07:49:00
O_194,Veh3500_20,7,S_230,2024-09-01 08:12:00,0,3.55,2024-09-01 08:15:00
O_1622,Veh3500_20,8,S_230,2024-09-01 08:15:00,0,4.15,2024-09-01 08:19:00
O_637,Veh3500_21,1,S_763,2024-09-01 06:00:00,0,15.549999999999999,2024-09-01 06:15:00
O_30,Veh3500_21,2,S_37,2024-09-01 07:21:00,0,5.0,2024-09-01 07:26:00
O_1608,Veh3500_21,3,S_37,2024-09-01 07:26:00,0,10.65,2024-09-01 07:36:00
O_823,Veh3500_21,4,S_975,2024-09-01 08:49:00,0,3.6,2024-09-01 08:52:00
O_1992,Veh3500_21,5,S_975,2024-09-01 08:52:00,0,5.2,2024-09-01 08:57:00
O_1993,Veh3500_21,6,S_975,2024-09-01 08:57:00,0,3.55,2024-09-01 09:01:00
O_179,Veh3500_22,1,S_209,2024-09-01 06:30:00,0,9.0,2024-09-01 06:39:00
O_1310,Veh3500_22,2,S_209,2024-09-01 06:39:00,0,6.0,2024-09-01 06:45:00
O_250,Veh3500_22,3,S_289,2024-09-01 06:59:00,0,29.85,2024-09-01 07:29:00
O_1064,Veh3500_22,4,S_289,2024-09-01 07:29:00,0,3.9,2024-09-01 07:33:00
O_1065,Veh3500_22,5,S_289,2024-09-01 07:33:00,0,3.65,2024-09-01 07:37:00
O_686,Veh3500_22,6,S_817,2024-09-01 08:38:00,0,5.0,2024-09-01 08:43:00
O_285,Veh3500_23,1,S_331,2024-09-01 06:17:00,0,4.4,2024-09-01 06:22:00
O_1890,Veh3500_23,2,S_331,2024-09-01 06:22:00,0,4.1,2024-09-01 06:26:00
O_1891,Veh3500_23,3,S_331,2024-09-01 06:26:00,0,24.549999999999997,2024-09-01 06:50:00
O_1892,Veh3500_23,4,S_331,2024-09-01 06:50:00,0,4.6,2024-09-01 06:55:00
O_298,Veh3500_23,5,S_348,2024-09-01 07:39:00,0,4.65,2024-09-01 07:44:00
O_1614,Veh3500_23,6,S_348,2024-09-01 07:44:00,0,5.0,2024-09-01 07:49:00
O_1615,Veh3500_23,7,S_348,2024-09-01 07:49:00,0,3.85,2024-09-01 07:53:00
O_1616,Veh3500_23,8,S_348,2024-09-01 07:53:00,0,7.9,2024-09-01 08:01:00
O_1617,Veh3500_23,9,S_348,2024-09-01 08:01:00,0,3.95,2024-09-01 08:05:00
O_244,Veh3500_23,10,S_283,2024-09-01 08:59:00,0,3.55,2024-09-01 09:02:00
O_1833,Veh3500_23,11,S_283,2024-09-01 09:02:00,0,3.75,2024-09-01 09:06:00
O_1834,Veh3500_23,12,S_283,2024-09-01 09:06:00,0,4.8,2024-09-01 09:11:00
O_2466,Veh3500_24,1,S_1007,2024-09-01 07:02:00,0,10.7,2024-09-01 07:13:00
O_2469,Veh3500_24,2,S_1007,2024-09-01 07:13:00,0,12.75,2024-09-01 07:25:00
O_2468,Veh3500_24,3,S_1007,2024-09-01 07:25:00,0,6.55,2024-09-01 07:32:00
O_2471,Veh3500_24,4,S_1007,2024-09-01 07:32:00,0,6.0,2024-09-01 07:38:00
O_2472,Veh3500_24,5,S_1007,2024-09-01 07:38:00,0,5.300000000000001,2024-09-01 07:43:00
O_2467,Veh3500_24,6,S_1007,2024-09-01 07:43:00,0,4.65,2024-09-01 07:48:00
O_595,Veh3500_25,1,S_711,2024-09-01 06:44:00,0,6.65,2024-09-01 06:50:00
O_1554,Veh3500_25,2,S_711,2024-09-01 06:50:00,0,9.95,2024-09-01 07:00:00
O_858,Veh3500_25,3,S_1016,2024-09-01 07:30:00,0,7.85,2024-09-01 07:37:00
O_1756,Veh3500_25,4,S_1016,2024-09-01 07:37:00,0,5.35,2024-09-01 07:43:00
O_1757,Veh3500_25,5,S_1016,2024-09-01 07:43:00,0,4.15,2024-09-01 07:47:00
O_594,Veh3500_25,6,S_710,2024-09-01 08:23:00,0,6.5,2024-09-01 08:30:00
O_2345,Veh3500_25,7,S_710,2024-09-01 08:30:00,0,3.7,2024-09-01 08:34:00
O_2346,Veh3500_25,8,S_710,2024-09-01 08:34:00,0,4.4,2024-09-01 08:38:00
O_1506,Veh3500_26,1,S_171,2024-09-01 07:08:00,0,30.200000000000003,2024-09-01 07:38:00
O_1508,Veh3500_27,1,S_171,2024-09-01 07:08:00,0,14.65,2024-09-01 07:22:00
O_1507,Veh3500_27,2,S_171,2024-09-01 07:22:00,0,8.25,2024-09-01 07:31:00
O_1509,Veh3500_27,3,S_171,2024-09-01 07:31:00,0,6.0,2024-09-01 07:37:00
O_147,Veh3500_27,4,S_171,2024-09-01 07:37:00,0,3.6,2024-09-01 07:40:00
O_2426,Veh3500_28,1,S_105,2024-09-01 06:55:00,0,15.75,2024-09-01 07:11:00
O_2427,Veh3500_28,2,S_105,2024-09-01 07:11:00,0,23.0,2024-09-01 07:34:00
O_2424,Veh3500_29,1,S_105,2024-09-01 06:55:00,0,10.9,2024-09-01 07:06:00
O_2422,Veh3500_29,2,S_105,2024-09-01 07:06:00,0,7.55,2024-09-01 07:14:00
O_2421,Veh3500_29,3,S_105,2024-09-01 07:14:00,0,14.25,2024-09-01 07:28:00
O_2425,Veh3500_29,4,S_105,2024-09-01 07:28:00,0,4.2,2024-09-01 07:32:00
O_2419,Veh3500_29,5,S_105,2024-09-01 07:32:00,0,5.9,2024-09-01 07:38:00
O_2420,Veh3500_29,6,S_105,2024-09-01 07:38:00,0,3.8,2024-09-01 07:42:00
O_2423,Veh3500_29,7,S_105,2024-09-01 07:42:00,0,3.65,2024-09-01 07:45:00
O_89,Veh3500_29,8,S_105,2024-09-01 07:45:00,0,4.3,2024-09-01 07:50:00
O_1514,Veh3500_30,1,S_88,2024-09-01 06:50:00,0,30.75,2024-09-01 07:21:00
O_154,Veh3500_31,1,S_178,2024-09-01 06:39:00,0,3.7,2024-09-01 06:43:00
O_2139,Veh3500_31,2,S_178,2024-09-01 06:43:00,0,26.900000000000002,2024-09-01 07:10:00
O_2140,Veh3500_31,3,S_178,2024-09-01 07:10:00,0,8.0,2024-09-01 07:18:00
O_2141,Veh3500_31,4,S_178,2024-09-01 07:18:00,0,3.65,2024-09-01 07:21:00
O_2142,Veh3500_31,5,S_178,2024-09-01 07:21:00,0,3.85,2024-09-01 07:25:00
O_160,Veh3500_31,6,S_186,2024-09-01 07:45:00,0,4.0,2024-09-01 07:49:00
O_153,Veh3500_32,1,S_177,2024-09-01 06:33:00,0,3.6,2024-09-01 06:37:00
O_1862,Veh3500_32,2,S_177,2024-09-01 06:37:00,0,8.0,2024-09-01 06:45:00
O_1863,Veh3500_32,3,S_177,2024-09-01 06:45:00,0,13.0,2024-09-01 06:58:00
O_1864,Veh3500_32,4,S_177,2024-09-01 06:58:00,0,7.8,2024-09-01 07:06:00
O_663,Veh3500_32,5,S_793,2024-09-01 08:05:00,0,4.4,2024-09-01 08:09:00
O_128,Veh3500_33,1,S_151,2024-09-01 06:58:00,0,27.0,2024-09-01 07:25:00
O_157,Veh3500_33,2,S_183,2024-09-01 08:27:00,0,5.15,2024-09-01 08:32:00
O_2521,Veh3500_33,3,S_183,2024-09-01 08:32:00,0,5.15,2024-09-01 08:37:00
O_96,Veh3500_33,4,S_113,2024-09-01 09:18:00,0,3.65,2024-09-01 09:21:00
O_152,Veh3500_34,1,S_176,2024-09-01 07:05:00,0,7.699999999999999,2024-09-01 07:13:00
O_1320,Veh3500_34,2,S_176,2024-09-01 07:13:00,0,5.0,2024-09-01 07:18:00
O_1321,Veh3500_34,3,S_176,2024-09-01 07:18:00,0,15.6,2024-09-01 07:33:00
O_2,Veh3500_34,4,S_2,2024-09-01 08:32:00,0,14.6,2024-09-01 08:46:00
O_874,Veh3500_34,5,S_1035,2024-09-01 09:53:00,0,3.5,2024-09-01 09:56:00
O_120,Veh3500_35,1,S_142,2024-09-01 07:03:00,0,3.65,2024-09-01 07:07:00
O_1982,Veh3500_35,2,S_142,2024-09-01 07:07:00,0,5.949999999999999,2024-09-01 07:13:00
O_1983,Veh3500_35,3,S_142,2024-09-01 07:13:00,0,10.4,2024-09-01 07:23:00
O_1984,Veh3500_35,4,S_142,2024-09-01 07:23:00,0,3.6,2024-09-01 07:27:00
O_1985,Veh3500_35,5,S_142,2024-09-01 07:27:00,0,6.4,2024-09-01 07:33:00
O_664,Veh3500_35,6,S_794,2024-09-01 08:28:00,0,11.8,2024-09-01 08:40:00
O_1849,Veh3500_35,7,S_794,2024-09-01 08:40:00,0,5.2,2024-09-01 08:45:00
O_71,Veh3500_35,8,S_86,2024-09-01 09:31:00,0,3.65,2024-09-01 09:35:00
O_1052,Veh3500_35,9,S_86,2024-09-01 09:35:00,0,5.35,2024-09-01 09:40:00
O_313,Veh3500_36,1,S_365,2024-09-01 06:35:00,0,4.45,2024-09-01 06:39:00
O_1095,Veh3500_36,2,S_365,2024-09-01 06:39:00,0,4.75,2024-09-01 06:44:00
O_1096,Veh3500_36,3,S_365,2024-09-01 06:44:00,0,15.1,2024-09-01 06:59:00
O_876,Veh3500_36,4,S_1037,2024-09-01 07:42:00,0,3.65,2024-09-01 07:46:00
O_2075,Veh3500_36,5,S_1037,2024-09-01 07:46:00,0,4.45,2024-09-01 07:50:00
O_2076,Veh3500_36,6,S_1037,2024-09-01 07:50:00,0,21.05,2024-09-01 08:11:00
O_88,Veh3500_36,7,S_103,2024-09-01 08:46:00,0,3.75,2024-09-01 08:50:00
O_36,Veh3500_37,1,S_44,2024-09-01 06:35:00,0,12.0,2024-09-01 06:47:00
O_2127,Veh3500_37,2,S_44,2024-09-01 06:47:00,0,5.9,2024-09-01 06:53:00
O_2128,Veh3500_37,3,S_44,2024-09-01 06:53:00,0,7.95,2024-09-01 07:01:00
O_2129,Veh3500_37,4,S_44,2024-09-01 07:01:00,0,3.5,2024-09-01 07:04:00
O_59,Veh3500_37,5,S_71,2024-09-01 07:42:00,0,10.7,2024-09-01 07:53:00
O_1125,Veh3500_37,6,S_71,2024-09-01 07:53:00,0,4.55,2024-09-01 07:58:00
O_1126,Veh3500_37,7,S_71,2024-09-01 07:58:00,0,4.35,2024-09-01 08:02:00
O_40,Veh3500_37,8,S_50,2024-09-01 08:38:00,0,3.75,2024-09-01 08:42:00
O_1034,Veh3500_37,9,S_50,2024-09-01 08:42:00,0,4.45,2024-09-01 08:46:00
O_749,Veh3500_38,1,S_889,2024-09-01 07:13:00,0,15.25,2024-09-01 07:28:00
O_2523,Veh3500_38,2,S_889,2024-09-01 07:28:00,0,4.05,2024-09-01 07:32:00
O_2524,Veh3500_38,3,S_889,2024-09-01 07:32:00,0,4.35,2024-09-01 07:37:00
O_56,Veh3500_38,4,S_67,2024-09-01 08:26:00,0,3.55,2024-09-01 08:30:00
O_2441,Veh3500_38,5,S_67,2024-09-01 08:30:00,0,3.65,2024-09-01 08:34:00
O_2442,Veh3500_38,6,S_67,2024-09-01 08:34:00,0,3.55,2024-09-01 08:37:00
O_2443,Veh3500_38,7,S_67,2024-09-01 08:37:00,0,8.0,2024-09-01 08:45:00
O_2444,Veh3500_38,8,S_67,2024-09-01 08:45:00,0,4.5,2024-09-01 08:50:00
O_2446,Veh3500_38,9,S_67,2024-09-01 08:50:00,0,5.9,2024-09-01 08:56:00
O_748,Veh3500_38,10,S_888,2024-09-01 09:46:00,0,4.55,2024-09-01 09:50:00
O_1466,Veh3500_38,11,S_888,2024-09-01 09:50:00,0,4.05,2024-09-01 09:54:00
O_1467,Veh3500_38,12,S_888,2024-09-01 09:54:00,0,4.05,2024-09-01 09:58:00
O_1468,Veh3500_38,13,S_888,2024-09-01 09:58:00,0,4.3,2024-09-01 10:03:00
O_62,Veh3500_38,14,S_75,2024-09-01 10:55:00,0,5.7,2024-09-01 11:00:00
O_45,Veh3500_39,1,S_55,2024-09-01 06:40:00,0,6.75,2024-09-01 06:47:00
O_1990,Veh3500_39,2,S_55,2024-09-01 06:47:00,0,6.55,2024-09-01 06:53:00
O_1991,Veh3500_39,3,S_55,2024-09-01 06:53:00,0,5.05,2024-09-01 06:58:00
O_654,Veh3500_39,4,S_783,2024-09-01 08:04:00,0,5.949999999999999,2024-09-01 08:10:00
O_1329,Veh3500_39,5,S_783,2024-09-01 08:10:00,0,8.649999999999999,2024-09-01 08:19:00
O_127,Veh3500_39,6,S_150,2024-09-01 09:23:00,0,9.1,2024-09-01 09:32:00
